CD_CVM,TICKER,DENOM_SOCIAL,DENOM_COMERC,SETOR_ATIV,PF_PJ,CNPJ,DT_REG,DT_CONST,DT_CANCEL,MOTIVO_CANCEL,SIT_REG,DT_INI_SIT,SIT_EMISSOR,DT_INI_SIT_EMISSOR,CATEG_REG,DT_INI_CATEG,AUDITOR,CNPJ_AUDITOR,TP_ENDER,LOGRADOURO,COMPL,BAIRRO,CIDADE,UF,PAIS,CD_POSTAL,TEL,FAX,EMAIL,TP_RESP,RESP,DT_INI_RESP,LOGRADOURO_RESP,COMPL_RESP,BAIRRO_RESP,CIDADE_RESP,UF_RESP,PAIS_RESP,CEP_RESP,TEL_RESP,FAX_RESP,EMAIL_RESP,TP_MERC
12238,,ELEVA ALIMENTOS S/A,ELEVA,ALIMENTOS,PJ,9.27767E+13,1/23/1985,1/1/1959,4/16/2008,ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02,CANCELADA,4/16/2008,,,,,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES,4.99286E+13,SEDE,AV DAS INDUSTRIAS 720,,ANCHIETA,PORTO ALEGRE,RS,BRASIL,,(51) 33717171,(51) 33717362,avipal@avipal.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,WANG WEI CHANG,3/3/2008,"AV. ESCOLA POLITéCNICA, 760",,JAGUARé,SÃO PAULO,SP,,5350901,(11) 37185465,(11) 37185297,ACOES@PERDIGAO.COM.BR,BOLSA
12246,,CIA MINUANO DE ALIMENTOS,MINUANO,ALIMENTOS,PJ,9.11547E+13,1/23/1985,,8/13/1991,ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78,CANCELADA,8/13/1991,,,,,DIEHL BIEDERMAN BORDASCH SC,9.29053E+13,SEDE,"AV.SEN.ALBERTO PASQUALINI,1535",,,LAJEADO,RS,BRASIL,,(51) 7141611,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,DECIO JOSE SCHNACK,1/23/1985,"AV.SEN.ALBERTO PASQUALINI,1535",,,LAJEADO,RS,,95900000,(51) 7141611,,,BOLSA
12254,,SID INFORMATICA SA,SID INFORMATICA,"Máquinas, Equipamentos, Veículos e Peças",PJ,7.76232E+13,2/14/1985,,5/10/1994,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,CANCELADA,5/10/1994,,,,,RUHTRA S/C,3.30173E+13,SEDE,ALEMEDA RIO CLARO 241 11AND,,,SÃO PAULO,SP,BRASIL,,(11) 2834133,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,CESAR AMBROGI GON?ALVES,2/14/1985,"RUA XV DE NOVEMBRO, 324",,,SÃO PAULO,SP,,1405000,(11) 2390711,,,BOLSA
12262,,JPSP INVESTIMENTOS E PARTICIPAÇÕES S.A.,LA FONTE TELECOM S/A,Emp. Adm. Part. - Telecomunicações,PJ,5.37902E+13,1/4/1985,04/01/1785,7/28/2017,Cancelamento Voluntário - IN CVM 480/09,CANCELADA,7/28/2017,FASE OPERACIONAL,1/4/1985,Categoria A,1/1/2010,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES,4.99286E+13,SEDE,Rua Angelina Maffei Vita,200 9º andar,Jardim Paulistano,SÃO PAULO,SP,BRASIL,,(11) 31377067,(11) 31377097,alegey@gj.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,ALEXANDRE JEREISSATI LEGEY,1/4/1985,RUA ANGELINA MAFFEI VITA,200 9º ANDAR,JARDIM PAULISTANO,SÃO PAULO,SP,BRASIL,1489900,(11) 31377067,(11) 31377097,alegey@gj.com.br,BOLSA
12270,,BOCAIUVA TEXTIL SA,BOCAIUVA TEXTIL,TEXTIL E VESTUÁRIO,PJ,1.73875E+13,6/24/1971,,3/22/1999,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,CANCELADA,3/22/1999,,,,,,,SEDE,ROD BR 135 KM  399 S/Nº,,,BOCAIÚVA,MG,BRASIL,,(31) 2245656,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,PERSEU ORIDAL VIGNE,6/24/1971,"RUA SAO PAULO, 893 - SALA 1004",,,BELO HORIZONTE,MG,,30000000,(31) 2245656,,,BALCÃO NÃO ORGANIZADO
12289,,EUROLEASE SA ARREND MERCANTIL,EAM,ARRENDAMENTO MERCANTIL,PJ,4.22904E+13,3/4/1985,2/12/1974,1/15/2008,ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02,CANCELADA,1/15/2008,,,,,OPINIÃO AUDITORES INDEPENDENTES,3.91283E+12,SEDE,EST DA SOBRAL,"795, SALA 01",SOBRAL,RIO BRANCO,AC,BRASIL,,(68) 32252458,(35) 33713323,Eurolease@veloxmail.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,LUIZ CARLOS GONÇALVES,3/4/1985,"RUA MEXICO, NR. 98",SALAS 704 A 706,CENTRO,RIO DE JANEIRO,RJ,,20031141,(21) 25327372,(21) 25327372,EUROLEASE@VELOXMAIL.COM.BR,BALCÃO NÃO ORGANIZADO
12297,,TAM TRANSP AEREOS REGIONAIS SA,TAM,Serviços Transporte e Logística,PJ,4.78937E+13,3/11/1985,,11/30/2000,ELISÃO POR INCORPORAÇÃO,CANCELADA,11/30/2000,,,,,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES,6.15621E+13,SEDE,"AV. JURANDIR, 856, L.4/1ºAND",,JARDIM CECI,SÃO PAULO,SP,BRASIL,,(11) 55828821,(11) 50715171,,DIRETOR DE RELAÇÕES COM INVESTIDORES,MARCOS ROBERTO COUTINHO GOUVÊA,3/11/1985,"R. MONSENHOR ANTONIO PEPE, 94",,PARQUE JABAQUARA,SÃO PAULO,SP,,4357080,(11) 55828632,(0011) 55819167,,BOLSA
12300,,IPIRANGA PETROQUIMICA SA,IPIRANGA PETROQUIMICA SA,Petroquímicos e Borracha,PJ,8.89392E+13,3/14/1985,3/25/1976,7/18/2007,ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02,CANCELADA,7/18/2007,,,,,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES,6.15621E+13,SEDE,BR 386 ROD.TABAI CANOAS KM 419,III POLO,PASSO RASO,TRIUNFO,RS,BRASIL,,(51) 4571194,(51) 32164295,paulo.m@ipiranga.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,JAYME GOMES DA FONSECA JúNIOR,4/25/2007,"AV. DAS NAçõES UNIDAS, 4777 1º","2º, 3º, 4º ANDARES",CENTRO,SÃO PAULO,SP,,5477000,(51) 32164447,(51) 32164292,JAYME.FONSECA@BRASKEM.COM.BR,BALCÃO NÃO ORGANIZADO
12319,JBDU,INDS J B DUARTE SA,J B DUARTE,ALIMENTOS,PJ,6.06372E+13,3/14/1985,6/16/1972,,,ATIVO,3/14/1985,FASE OPERACIONAL,3/14/1985,Categoria A,1/1/2010,PARKER RANDALL BRASIL AUDITORES INDEPENDENTES,8.90374E+12,SEDE,"Avenida Alcântara Machado, 80",Conjunto 31,Mooca,SÃO PAULO,SP,BRASIL,,(11) 20615511,(11) 20615511,industriasjbduarte@industriasjbduarte.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,EDISON CORDARO,12/11/2006,"AVENIDA ALCÂNTARA MACHADO, 80",CONJ. 31,MOOCA,SÃO PAULO,SP,,3102000,(11) 20615511,(11) 20615511,industriasjbduarte@industriasjbduarte.com.br,BOLSA
12327,,VTA AMAZONIA ELETRON SA,VTA,"Máquinas, Equipamentos, Veículos e Peças",PJ,4.0137E+12,3/27/1985,,3/5/1990,ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78,CANCELADA,3/5/1990,,,,,BDO BINDER & CIA SC AUD INDEP,4.23548E+13,SEDE,"RUA PROJETADA, 90 - CRESPO",,,MANAUS,AM,BRASIL,,(92) 2371579,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,GETULIO REIS ARRIGO,3/27/1985,"RUA BOA VISTA, 185/5 ANDAR",,,SÃO PAULO,SP,,1014000,(11) 2390711,,,BOLSA
12335,,HOECHST BRASIL QUIM FARM SA,HOECHST,Petroquímicos e Borracha,PJ,6.11504E+13,3/26/1985,,2/12/1996,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,CANCELADA,2/12/1996,,,,,KPMG AUDITORES INDEPENDENTES,5.77552E+13,SEDE,AV DAS NACOES UNIDAS NR 18001,,,SÃO PAULO,SP,BRASIL,,(11) 5257907,(11) 5257189,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RAINER GUNTHER KURTH,3/26/1985,AV NACOES UNIDAS 18001,,,SÃO PAULO,SP,,4795100,(11) 5257907,,,BALCÃO NÃO ORGANIZADO
12343,,AGF BRASIL SEGUROS SA,AGF BRASIL SEGUROS,SEGURADORAS E CORRETORAS,PJ,6.15738E+13,4/9/1985,11/1/1904,5/30/2005,ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02,CANCELADA,5/30/2005,,,,,KPMG AUDITORES INDEPENDENTES,5.77552E+13,SEDE,"RUA LUÍS COELHO, 26",,CERQUEIRA CESAR,SÃO PAULO,SP,BRASIL,,(11) 31716687,(0011) 31716506,sgraciano@agf.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,MAX JOAQUIN ERNESTO THIERMANN WELLER,8/25/2003,RUA LUIS COELHO Nº 26,7º ANDAR,CERQUEIRA CESAR,SÃO PAULO,,,1309900,(11) 31716856,(11) 32849936,MAX.THIERMANN@AGF.COM.BR,BOLSA
12351,,LORENTZEN EMPREENDIMENTOS SA,LORENTZEN,EMP. ADM. PARTICIPAÇÕES,PJ,3.31075E+13,4/26/1985,,7/6/1990,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,CANCELADA,7/6/1990,,,,,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES,6.15621E+13,SEDE,"AV.AUGUSTO SEVERO,8 - 6/7 ANDS",,,RIO DE JANEIRO,RJ,BRASIL,,(21) 22924148,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,LUIZ ARANHA CORREA DO LAGO,4/26/1985,AV AUGUSTO SEVERO 8/7 AND,,,RIO DE JANEIRO,RJ,,20021000,(21) 2924148,,,BALCÃO NÃO ORGANIZADO
12360,,LIMASA SA,LIMASA,METALURGIA E SIDERURGIA,PJ,4.80717E+13,5/20/1985,3/6/1959,2/14/2007,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,CANCELADA,2/14/2007,,,,,"BOUCINHAS, CAMPOS & CONTI AUDITORES INDEPENDENTES S/S",6.26504E+13,SEDE,ROD ANCHIETA S/N KM 17 + 500 M,,JORDANÓPOLIS,SÃO BERNARDO DO CAMPO,SP,BRASIL,,(11) 4488177,(11) 4521463,,DIRETOR DE RELAÇÕES COM INVESTIDORES,ODILON PEREIRA DA CRUZ,5/20/1985,"ROD ANCHIETA S/N KM 17,5",,JORDANÓPOLIS,SÃO BERNARDO DO CAMPO,SP,,9893000,(11) 4488177,(11) 4521463,,BALCÃO NÃO ORGANIZADO
12378,,TEXTIL DUOMO SA,TEXTIL DUOMO,TEXTIL E VESTUÁRIO,PJ,5.01163E+13,6/11/1985,,11/21/1991,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,CANCELADA,11/21/1991,,,,,INTER AMERICANA CONTABIL SC,4.3317E+13,SEDE,"AV.ELOY A.CARNIATTO, 225",,,ITATIBA,SP,BRASIL,,(11) 4352762,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,ETTORE CALVI FILHO,6/11/1985,"RUA XV DE NOVEMBRO, 324-TERREO",,,SÃO PAULO,SP,,1013000,(11) 2390711,,,BALCÃO NÃO ORGANIZADO
12386,,BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL,BRADESCO LEASING SA ARREND MERCANTIL,ARRENDAMENTO MERCANTIL,PJ,4.75091E+13,6/12/1985,,9/15/1989,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,CANCELADA,9/15/1989,,,,,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES,6.15621E+13,SEDE,Núcleo Cidade de Deus - Prédio Prata,2º andar,Vila Yara,OSASCO,SP,BRASIL,,(11) 36842696,(11) 36842437,leandro.diniz@bradesco.com.br,,,,,,,,,,,,,,BALCÃO NÃO ORGANIZADO
12394,,NATIONAL DISTILLERS DO BR SA,NATIONAL DISTILLERS,EMP. ADM. PARTICIPAÇÕES,PJ,6.2337E+13,6/17/1985,,11/28/1986,ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78,CANCELADA,11/28/1986,,,,,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES,6.15621E+13,SEDE,RUA ALEXANDRE DUMAS 2372/1 AND,,,SÃO PAULO,SP,BRASIL,,(11) 5233455,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,ROBERTO BELIZARIO,6/17/1985,RUA ALEXANDRE DUMAS 2372 1/AND,,,SÃO PAULO,SP,,4717000,(11) 5233455,,,BALCÃO NÃO ORGANIZADO
12408,,VICUNHA SA,VICU,TEXTIL E VESTUÁRIO,PJ,4.30316E+13,7/20/1977,,10/29/1986,,CANCELADA,10/29/1986,,,,,,,SEDE,R IVAI 207 TATUAPE,,,SÃO PAULO,SP,BRASIL,,(11) 2952211,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,JACKS RABINOVICH,7/20/1977,"RUA IVAI, 207",,,,,,3080000,(11) 2952211,,,BALCÃO NÃO ORGANIZADO
12416,,ANSON SA ENG FUND RECUPERACOES,ANSON,"Construção Civil, Mat. Constr. e Decoração",PJ,6.06615E+13,7/15/1985,,4/2/1986,CANCELAMENTO OFICIO COM BASE INSTR. CVM 29/84,CANCELADA,4/2/1986,,,,,,,SEDE,AV.EUSEBIO MATOSO 730,,,SÃO PAULO,SP,BRASIL,,(11) 2104466,,,,,,,,,,,,,,,,BOLSA
12424,,VACCHI SA IND COM,VACCHI,TEXTIL E VESTUÁRIO,PJ,9.27616E+13,7/25/1985,,11/13/1997,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,CANCELADA,11/13/1997,,,,,ERNST & YOUNG AUDITORES INDEPENDENTES S/S,6.13669E+13,SEDE,BR 116 N.2901,,,SAPUCAIA DO SUL,RS,BRASIL,,(51) 4743377,(51) 4741303,,DIRETOR DE RELAÇÕES COM INVESTIDORES,NERY NEVES DE O. MARQUES,7/25/1985,BR 116 N.2901,,,SAPUCAIA DO SUL,RS,,93212220,(11) 4743377,(0011) 4741303,,BOLSA
12432,,FISCHER SA COM IND AGRICULTURA,FISCHER,EMP. ADM. PARTICIPAÇÕES,PJ,3.30108E+13,8/19/1985,,6/29/1990,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,CANCELADA,6/29/1990,,,,,WALTER HEUER AUDITORES INDEPENDENTES,6.14114E+13,SEDE,AV PASTEUR 110,,,RIO DE JANEIRO,RJ,BRASIL,,(21) 25461122,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RICCO HARBICH,8/19/1985,"R.M.JOAQUIM G.CARVALHO,966",,,MATÃO,SP,,15990000,(0162) 822422,,,BALCÃO NÃO ORGANIZADO
12440,,MICROLAB SA,MICROLAB,"Máquinas, Equipamentos, Veículos e Peças",PJ,3.31835E+13,9/19/1985,,3/22/2005,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,CANCELADA,3/22/2005,,,,,NT & ASSOCIADOS S/C AUDITORES,3.58123E+13,SEDE,RUA 24 DE FEVEREIRO 163,,BONSUCESSO,RIO DE JANEIRO,RJ,BRASIL,,(21) 25903712,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,ALOISIO BARBOSA VIANA,9/19/1985,"AV.NOVA YORK, 381",,,RIO DE JANEIRO,RJ,,21041000,(21) 2701822,,,BOLSA
12459,,COLDEX FRIGOR SA,COLDEX FRIGOR,"Máquinas, Equipamentos, Veículos e Peças",PJ,6.11896E+13,10/11/1985,,11/1/2001,ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,CANCELADA,11/1/2001,,,,,VILLAS RODIL AUDITORES INDEPENDENTES,1.20929E+12,SEDE,"AV SÃO GABRIEL,  333 CONJUNTO",22,JARDIM PAULISTA,SÃO PAULO,SP,BRASIL,,(11) 31674262,(11) 31673021,coldex@uol.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,PAULO FRANCINI,10/11/1985,"AV. SÃO GABRIEL, 333 CONJUNTO",22,JARDIM PAULISTA,SÃO PAULO,SP,,1435001,(11) 31674262,(11) 31673021,coldex@uol.com.br,BOLSA
12467,,BANCO DO ESTADO DE MATO GROSSO S.A.,BCO ESTADO MATO GROSSO,BANCOS,PJ,3.46891E+12,10/17/1985,7/31/1951,1/9/2007,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,CANCELADA,1/9/2007,,,,,"MAION & OLIVEIRA, AUDITORES INDEPENDENTES S/S",3.46222E+13,SEDE,"AV.GETULIO VARGAS, 247",,,CUIABÁ,MT,BRASIL,,(65) 6244111,(65) 6242363,,DIRETOR DE RELAÇÕES COM INVESTIDORES,MOYSES DE OLIVEIRA ANDRADE,10/17/1985,"AV.GETULIO VARGAS, 247 - 1 AND",,,CUIABÁ,MT,,78005100,(65) 6244111,(65) 6242363,,BALCÃO NÃO ORGANIZADO
12475,,CIA SEGUROS RIO BRANCO,SEGUROS RIO BRANCO,SEGURADORAS E CORRETORAS,PJ,3.34321E+13,10/21/1985,,1/16/1990,ELISÃO POR INCORPORAÇÃO,CANCELADA,1/16/1990,,,,,CESAR AUGUSTO BESS,600857972,SEDE,"R.MAL.FLORIANO PEIXOTO, 5500",,,CURITIBA,PR,BRASIL,,(41) 2212121,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,JOAO BATISTA DE CASTRO CAMPOS,10/21/1985,R COMENDADOR ARAUJO 551 6 AND,,,CURITIBA,PR,,80420000,(41) 2214141,,,BALCÃO NÃO ORGANIZADO
12483,,AVARA SA,AVARA,EMP. ADM. PARTICIPAÇÕES,PJ,5.46498E+13,10/19/1971,,10/11/1989,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,CANCELADA,10/11/1989,,,,,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES,6.15621E+13,SEDE,"RUA BAHIA, 1067 - SALA 15",,,SÃO PAULO,SP,BRASIL,,(11) 2589211,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,EDUARDO CAIO DA SILVA PRADO,10/19/1971,"RUA BAHIA, 1067 - SALA 15",,,SÃO PAULO,SP,,1244000,(11) 2589211,,,BALCÃO NÃO ORGANIZADO
12491,,CIA CONSTRUTORA PEDERNEIRAS,PEDERNEIRAS,"Construção Civil, Mat. Constr. e Decoração",PJ,3.30349E+13,10/31/1985,,3/21/2006,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,CANCELADA,3/21/2006,,,,,AUDITASSE AUDITORES INDEPENDENTES S/S,4.21858E+13,SEDE,R DO OUVIDOR 90 - 6º AND PTE,,CENTRO,RIO DE JANEIRO,RJ,BRASIL,,(21) 22214545,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,DILSON JOSE ABDALLA,10/31/1985,RUA 7 SETEMBRO 43/8 ANDAR,,,RIO DE JANEIRO,RJ,,20050003,(21) 2214545,,,BALCÃO NÃO ORGANIZADO
12505,,INVESTEC SA,INVESTEC SA,EMP. ADM. PARTICIPAÇÕES,PJ,4.61125E+13,11/1/1985,,5/4/1999,ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,CANCELADA,5/4/1999,,,,,"BKR - LOPES, MACHADO AUDITORES",4.02626E+13,SEDE,AV PAULISTA 1274 14 AND,,,SÃO PAULO,SP,BRASIL,,(11) 2851222,(11) 2856582,,DIRETOR DE RELAÇÕES COM INVESTIDORES,LUIZ SPINOLA,11/1/1985,"AV. PAULISTA, 1.274 -14ºA",,BELA VISTA,SÃO PAULO,SP,,1310100,(11) 2695205,(011) 2856582,,BOLSA
12513,,SAO BRAZ SA IND COM ALIMENTOS,SAO BRAZ,ALIMENTOS,PJ,8.81123E+12,11/1/1985,,9/30/1994,ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78,CANCELADA,9/30/1994,,,,,BIANCHESSI & CIA  AUDITORES,6.08495E+13,SEDE,RUA ALMEIDA BARRETO 790,,,CAMPINA GRANDE,PB,BRASIL,,(83) 3412044,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RICARDO DE O. CARLOS DA SILVA,11/1/1985,R ALMEIDA BARRETO 790,,,CAMPINA GRANDE,PB,,58107000,(0341) 3219857,,,BOLSA
12521,,BANCO HSBC S.A.,HSBC LEASING,ARRENDAMENTO MERCANTIL,PJ,5.35187E+13,11/4/1985,,2/1/2000,ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,CANCELADA,2/1/2000,,,,,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES,6.15621E+13,SEDE,"AV. PRESIDENTE JUSCELINO KUBITSCHEK, 1909","19º ANDAR, TORRE NORTE, SÃO PAULO CORPORATE TOWER",VILA OLÍMPIA,SÃO PAULO,SP,,,(11) 28023258,,luciano.navarro@hsbc.com,DIRETOR DE RELAÇÕES COM INVESTIDORES,ANTONIO LUIZ MORAD,11/4/1985,AV JURUBATUBA 73/7º ANDAR,,MORUMBI,SÃO PAULO,SP,,4583900,(11) 55046555,(11) 55046466,,BALCÃO NÃO ORGANIZADO
12530,,ITAUTEC S.A. - GRUPO ITAUTEC,ITAUTEC S.A. - GRUPO ITAUTEC,COMUNICAÇÃO E INFORMÁTICA,PJ,5.45261E+13,11/14/1985,6/1/1985,8/15/2019,Cancelamento Voluntário - IN CVM 480/09,CANCELADA,8/15/2019,FASE OPERACIONAL,11/14/1985,Categoria A,1/1/2010,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES,6.15621E+13,SEDE,"Avenida Paulista, 1938",5º Andar - parte,Bela Vista,SÃO PAULO,SP,BRASIL,,(11) 35434000,(11) 35434006,ri@itautec.com,DIRETOR DE RELAÇÕES COM INVESTIDORES,PRISCILA GRECCO DE OLIVEIRA NEVES,5/11/2017,"AV. PAULISTA, 1938",19º AND,BELA VISTA,SÃO PAULO,SP,,,(11) 35434517,(11) 35434006,ri@itautec.com,BOLSA
12548,,MASTER SA TEC PLASTICOS,MASTER TECIDOS,Petroquímicos e Borracha,PJ,7.64526E+12,1/23/1985,,1/9/2007,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,CANCELADA,1/9/2007,,,,,FONTELES AUDITORES INDEPENDENTES S/S,3.32423E+12,SEDE,"AV. MOZART PINHEIRO DE LUCENA,",2498,BARRA DO CEARÁ,FORTALEZA,CE,BRASIL,,(85) 2726104,(0085) 2727484,masterin@secrel.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,FERNANDO TÁVORA FILHO,1/23/1985,"RUA SÃO MATEUS, 1250",,AEROPORTO,FORTALEZA,CE,,60140640,(85) 2726104,(85) 2727484,MASTER@MASTERFLEX.IND.BR,BALCÃO NÃO ORGANIZADO
12556,,ELEKEIROZ SA,ELEKEIROZ,Petroquímicos e Borracha,PJ,1.03628E+13,12/10/1985,,7/31/2003,ELISÃO POR INCORPORAÇÃO,CANCELADA,7/31/2003,,,,,DIRECTA AUDITORES,1.12457E+13,SEDE,RUA DR. EDGARDO DE AZEVEDO SOA,"RES, 392",CENTRO,VÁRZEA PAULISTA,SP,BRASIL,,(11) 45968827,(11) 45968856,ricardo@elekeiroz.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,REINALDO RUBBI,12/10/1985,"AV. PAULISTA Nº 1938, 5º ANDAR",,BELA VISTA,SÃO PAULO,SP,,1310200,(11) 31797877,(11) 31797866,ELIETE@ELEKEIROZ.COM.BR,BOLSA
12564,,AQUATEC QUIMICA SA,AQUATEC,Petroquímicos e Borracha,PJ,4.5169E+13,12/17/1985,,1/9/2007,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,CANCELADA,1/9/2007,,,,,MERITO AUDITORES INDEPENDENTES,4.78605E+13,SEDE,"R. TABATINGUERA, 140/2006",,CENTRO,SÃO PAULO,SP,BRASIL,,(11) 2598188,(11) 2598918,,DIRETOR DE RELAÇÕES COM INVESTIDORES,ODAIR MARIANO,12/17/1985,AV ANGELICA 1929/5 ANDAR,,,SÃO PAULO,SP,,1228200,(11) 2598188,(0011) 2598918,,BALCÃO NÃO ORGANIZADO
12572,RCSL,RECRUSUL SA,RECRUSUL,"Máquinas, Equipamentos, Veículos e Peças",PJ,9.13337E+13,12/20/1985,5/31/1954,,,ATIVO,12/20/1985,FASE OPERACIONAL,12/22/2008,Categoria A,1/1/2010,BAKER TILLY BRASIL RS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES,2.16012E+13,SEDE,"Av. Luiz Pasteur, 1020",Não possui,Três Portos,,RS,BRASIL,,(51) 98328495,,ri.recrusul@gmail.com,DIRETOR DE RELAÇÕES COM INVESTIDORES,DAVI SOUZA DA ROSA,11/28/2016,"AV. LUIZ PASTEUR, 1020",,TRÊS PORTOS,SAPUCAIA DO SUL,RS,,93212360,(51) 39860200,(0) 0,ri.recrusul@gmail.com,BOLSA
12580,,PARMALAT BRASIL S.A  IND DE  ALIMENTOS.,NÃO  CONSTA,ALIMENTOS,PJ,8.99409E+13,12/30/1985,9/8/1966,2/11/2010,Cancelamento Voluntário - IN CVM 480/09,CANCELADA,2/11/2010,,,Categoria A,1/1/2010,KPMG AUDITORES INDEPENDENTES,5.77552E+13,SEDE,"AV.BRIG.FARIA LIMA, 1384 1ºA",,JD.PAULISTANO,SÃO PAULO,SP,BRASIL,,(11) 30306000,(11) 30306217,rferraz@parmalat.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,RODRIGO FERRAZ PIMENTA DA CUNHA,2/16/2009,"AV BRIGADEIRO FARIA LIMA,1384",2O ANDAR,JD. PAULISTANO,SÃO PAULO,SP,,1452002,(11) 30306000,(11) 30306207,RODRIGO.FERRAZ@LAEPBRASIL.COM.BR,BOLSA
12599,,FERTIZA CIA NAC FERTILIZANTES,FERTIZA CIA NAC FERTILIZANTES,Petroquímicos e Borracha,PJ,6.13772E+13,1/21/1986,,11/21/2001,ELISÃO POR INCORPORAÇÃO,CANCELADA,11/21/2001,,,,,KPMG AUDITORES INDEPENDENTES,5.77552E+13,SEDE,"AVENIDA PAULISTA, 1912 - 14º A",NDAR,,SÃO PAULO,SP,BRASIL,,(11) 31460700,(11) 31460770,cpd@fertiza.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,EDUARDO BAPTISTELLA,1/21/1986,"AVENIDA PAULISTA, 1912 - 14º A",NDAR,CERQUEIRA CÉSAR,SÃO PAULO,SP,,1310200,(11) 31460700,(11) 31460770,eduardo_baptistella@cargill.com,BOLSA
12602,,USINA DA BARRA SA ACUCAR ALCOL,BARRA,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",PJ,6.11258E+13,2/26/1986,,9/22/1993,ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78,CANCELADA,9/22/1993,,,,,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES,6.15621E+13,SEDE,R JOAQUIM FLORIANO 72/19 AND,,,SÃO PAULO,SP,BRASIL,,(11) 8299449,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,FERNANDO LUIZ ANTERIO,2/26/1986,RUA XV NOVEMBRO 324,,,SÃO PAULO,SP,,1013000,(11) 375701,,,BOLSA
